edition,grade,term,unit id,unit name,sn,english,chinese,phonetic
1,6,1,5,Famous People,18,university,大学,/,ju:ni'vɜ:(r)səti/
1,6,1,6,Winter Vacation,1,look forward to,盼望，期待,
1,6,1,6,Winter Vacation,2,fan,风扇,/fæn/
1,6,1,6,Winter Vacation,3,be afraid of,害怕,
1,6,1,6,Winter Vacation,4,bring,带来,/brɪŋ/
1,6,1,6,Winter Vacation,5,broken,破损的,/'brəʊkən/
1,6,1,6,Winter Vacation,6,dumpling,饺子；汤团,/'dʌmplɪŋ/
1,6,1,6,Winter Vacation,7,hear,听见,/hɪə/, /hɪr/
1,6,1,6,Winter Vacation,8,ice lantern,冰灯,
1,6,1,6,Winter Vacation,9,pen pal,笔友,/pen pæl/
1,6,2,1,Visiting Canada,1,airport,机场,/'eəpɔ:(r)t/
1,6,2,1,Visiting Canada,2,arrive,到达,/ə'raɪv/
1,6,2,1,Visiting Canada,3,live,居住,/lɪv/
1,6,2,1,Visiting Canada,4,meet,集会；开会,/mi:t/
1,6,2,1,Visiting Canada,5,pupil,学生；（尤指）小学生,/'pju:pl/
1,6,2,1,Visiting Canada,6,quite,有点,/kwaɪt/
1,6,2,1,Visiting Canada,7,scarf,围巾；披巾,/skɑ:(r)f/
1,6,2,1,Visiting Canada,8,wardrobe,衣柜,/'wɔ:drəʊb/
1,6,2,2,All Around Me,1,Lake Ontario,安大略湖,
1,6,2,2,All Around Me,2,Queen's Park,女王公园,
1,6,2,2,All Around Me,3,art gallery,画廊；艺术馆,
1,6,2,2,All Around Me,4,downtown,闹市区；市中心,/,daʊn'taʊn/
1,6,2,2,All Around Me,5,public library,公共图书馆,
1,6,2,2,All Around Me,6,show...around,带领……参观,
1,6,2,2,All Around Me,7,stadium,（露天）体育场,/'steɪdiəm/
1,6,2,3,Daily Life,1,at least,至少,
1,6,2,3,Daily Life,2,habit,习惯,/'hæbɪt/
1,6,2,3,Daily Life,3,idea,想法；主意,/aɪ'dɪə/, /aɪ'dɪr/
1,6,2,3,Daily Life,4,less,更少,/les/
1,6,2,3,Daily Life,5,sandwich,三明治,/'sænwɪtʃ, 'sænwɪdʒ/
1,6,2,3,Daily Life,6,top,上边，上面,/tɒp/, /tɑ:p/
1,6,2,3,Daily Life,7,volunteer,志愿者,/,vɒlən'tɪə/, /,vɑ:lən'tɪr/
1,6,2,4,Free Time,1,special,特殊的；特别的,/'speʃəl/
1,6,2,4,Free Time,2,together,一起,/tə'geðə(r)/
1,6,2,4,Free Time,3,beaver,海（河）狸,/'bi:və(r)/
1,6,2,4,Free Time,4,hockey,曲棍球；冰上曲棍球,/'hɒki/
1,6,2,4,Free Time,5,moose,北美麋；驼鹿,/mu:s/
1,6,2,4,Free Time,6,raccoon,浣熊,/rə'ku:n/
1,6,2,4,Free Time,7,talk about,谈论……,
1,6,2,5,Nature and Culture,1,Thanksgiving,感恩节,/,θæŋks'gɪvɪŋ/
1,6,2,5,Nature and Culture,2,countryside,乡村,/'kʌntrisaɪd/
1,6,2,5,Nature and Culture,3,frog,青蛙,/frɒg/
1,6,2,5,Nature and Culture,4,roast turkey,烤火鸡,
1,6,2,5,Nature and Culture,5,squirrel,松鼠,/'skwɪrәl/
1,6,2,5,Nature and Culture,6,swan,天鹅,/swɒn/
1,6,2,5,Nature and Culture,7,wild goose,大雁,
1,6,2,6,Summer Vacation,1,English-Chinese dictionary,英汉词典,
1,6,2,6,Summer Vacation,2,amazing,令人惊奇的,/ə'meɪzɪŋ/
1,6,2,6,Summer Vacation,3,hot pot,火锅,
1,6,2,6,Summer Vacation,4,shopping centre,购物中心,
1,6,2,6,Summer Vacation,5,shopping mall,购物中心,
